,Year,Data,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genres
294,2017,"{'adult': False, 'backdrop_path': '/6h9pjTsWzaUWuUszHHbeI1JWE1.jpg', 'genre_ids': [18, 27, 9648], 'id': 418078, 'original_language': 'en', 'original_title': 'It Comes at Night', 'overview': 'Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.', 'popularity': 1.662, 'poster_path': '/rNKJpFMlOZn5zkzBPZxEJrQn5Km.jpg', 'release_date': '2017-06-09', 'title': 'It Comes at Night', 'video': False, 'vote_average': 5.862, 'vote_count': 2541}",False,/6h9pjTsWzaUWuUszHHbeI1JWE1.jpg,"[18, 27, 9648]",418078,en,It Comes at Night,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.",1.662,/rNKJpFMlOZn5zkzBPZxEJrQn5Km.jpg,2017-06-09,It Comes at Night,False,5.862,2541,"['Drama', 'Horror', 'Mystery']"
295,2017,"{'adult': False, 'backdrop_path': '/xW54kLO7ZB683CwMbGSN3ELSS1K.jpg', 'genre_ids': [16, 18, 9648, 36], 'id': 339877, 'original_language': 'en', 'original_title': 'Loving Vincent', 'overview': ""A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."", 'popularity': 3.7983, 'poster_path': '/56sq57kDm7XgyXBYrgJLumo0Jac.jpg', 'release_date': '2017-06-22', 'title': 'Loving Vincent', 'video': False, 'vote_average': 8.0, 'vote_count': 2541}",False,/xW54kLO7ZB683CwMbGSN3ELSS1K.jpg,"[16, 18, 9648, 36]",339877,en,Loving Vincent,A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,3.7983,/56sq57kDm7XgyXBYrgJLumo0Jac.jpg,2017-06-22,Loving Vincent,False,8.0,2541,"['Animation', 'Drama', 'Mystery', 'History']"
296,2017,"{'adult': False, 'backdrop_path': '/fYI8WX2DquAHMqwh5mOMxc6RU5j.jpg', 'genre_ids': [35, 18, 10749], 'id': 416477, 'original_language': 'en', 'original_title': 'The Big Sick', 'overview': ""Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."", 'popularity': 2.7482, 'poster_path': '/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg', 'release_date': '2017-03-30', 'title': 'The Big Sick', 'video': False, 'vote_average': 7.332, 'vote_count': 2540}",False,/fYI8WX2DquAHMqwh5mOMxc6RU5j.jpg,"[35, 18, 10749]",416477,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",2.7482,/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg,2017-03-30,The Big Sick,False,7.332,2540,"['Comedy', 'Drama', 'Romance']"
297,2017,"{'adult': False, 'backdrop_path': '/5SGAJrTVpWXKNdEwspTG9s60YOp.jpg', 'genre_ids': [10749, 12, 878, 18], 'id': 365942, 'original_language': 'en', 'original_title': 'The Space Between Us', 'overview': 'A young man raised by scientists on Mars returns to Earth to find his father.', 'popularity': 2.0772, 'poster_path': '/lRBl9mfvUbZeaAyXoP09XwPOo0W.jpg', 'release_date': '2017-01-26', 'title': 'The Space Between Us', 'video': False, 'vote_average': 7.057, 'vote_count': 2507}",False,/5SGAJrTVpWXKNdEwspTG9s60YOp.jpg,"[10749, 12, 878, 18]",365942,en,The Space Between Us,A young man raised by scientists on Mars returns to Earth to find his father.,2.0772,/lRBl9mfvUbZeaAyXoP09XwPOo0W.jpg,2017-01-26,The Space Between Us,False,7.057,2507,"['Romance', 'Adventure', 'Science Fiction', 'Drama']"
298,2017,"{'adult': False, 'backdrop_path': '/p7mUT8Usu1kNlfd1ugk6FwKejlo.jpg', 'genre_ids': [18, 12, 10749], 'id': 290512, 'original_language': 'en', 'original_title': 'The Mountain Between Us', 'overview': 'Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.', 'popularity': 2.12, 'poster_path': '/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg', 'release_date': '2017-10-05', 'title': 'The Mountain Between Us', 'video': False, 'vote_average': 6.652, 'vote_count': 2471}",False,/p7mUT8Usu1kNlfd1ugk6FwKejlo.jpg,"[18, 12, 10749]",290512,en,The Mountain Between Us,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",2.12,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,2017-10-05,The Mountain Between Us,False,6.652,2471,"['Drama', 'Adventure', 'Romance']"
299,2017,"{'adult': False, 'backdrop_path': '/ozdXqMwijV192aSrojjFQMGeWSh.jpg', 'genre_ids': [18, 37, 36, 12], 'id': 384680, 'original_language': 'en', 'original_title': 'Hostiles', 'overview': 'A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.', 'popularity': 5.0727, 'poster_path': '/rqoezyB51GfhiloOB5ZErg5HXas.jpg', 'release_date': '2017-12-22', 'title': 'Hostiles', 'video': False, 'vote_average': 6.94, 'vote_count': 2423}",False,/ozdXqMwijV192aSrojjFQMGeWSh.jpg,"[18, 37, 36, 12]",384680,en,Hostiles,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,5.0727,/rqoezyB51GfhiloOB5ZErg5HXas.jpg,2017-12-22,Hostiles,False,6.94,2423,"['Drama', 'Western', 'History', 'Adventure']"
300,2018,"{'adult': False, 'backdrop_path': '/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg', 'genre_ids': [12, 28, 878], 'id': 299536, 'original_language': 'en', 'original_title': 'Avengers: Infinity War', 'overview': 'As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.', 'popularity': 23.0112, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'release_date': '2018-04-25', 'title': 'Avengers: Infinity War', 'video': False, 'vote_average': 8.235, 'vote_count': 31127}",False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",23.0112,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.235,31127,"['Adventure', 'Action', 'Science Fiction']"
301,2018,"{'adult': False, 'backdrop_path': '/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg', 'genre_ids': [28, 12, 878], 'id': 284054, 'original_language': 'en', 'original_title': 'Black Panther', 'overview': ""King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."", 'popularity': 8.9823, 'poster_path': '/uxzzxijgPIY7slzFvMotPv8wjKA.jpg', 'release_date': '2018-02-13', 'title': 'Black Panther', 'video': False, 'vote_average': 7.367, 'vote_count': 22937}",False,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,"[28, 12, 878]",284054,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",8.9823,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,Black Panther,False,7.367,22937,"['Action', 'Adventure', 'Science Fiction']"
302,2018,"{'adult': False, 'backdrop_path': '/7MdbvcfkFj6Ft5wNITCKI3c7EEA.jpg', 'genre_ids': [28, 35, 12], 'id': 383498, 'original_language': 'en', 'original_title': 'Deadpool 2', 'overview': ""Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life."", 'popularity': 7.7511, 'poster_path': '/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg', 'release_date': '2018-05-15', 'title': 'Deadpool 2', 'video': False, 'vote_average': 7.489, 'vote_count': 18715}",False,/7MdbvcfkFj6Ft5wNITCKI3c7EEA.jpg,"[28, 35, 12]",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,7.7511,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-15,Deadpool 2,False,7.489,18715,"['Action', 'Comedy', 'Adventure']"
303,2018,"{'adult': False, 'backdrop_path': '/7mmXWuBeNJiBO0NIOUWOuFve4Tb.jpg', 'genre_ids': [10402, 18], 'id': 424694, 'original_language': 'en', 'original_title': 'Bohemian Rhapsody', 'overview': ""Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess."", 'popularity': 5.6105, 'poster_path': '/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg', 'release_date': '2018-10-24', 'title': 'Bohemian Rhapsody', 'video': False, 'vote_average': 7.964, 'vote_count': 17390}",False,/7mmXWuBeNJiBO0NIOUWOuFve4Tb.jpg,"[10402, 18]",424694,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",5.6105,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,Bohemian Rhapsody,False,7.964,17390,"['Music', 'Drama']"
304,2018,"{'adult': False, 'backdrop_path': '/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg', 'genre_ids': [878, 28], 'id': 335983, 'original_language': 'en', 'original_title': 'Venom', 'overview': 'Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.', 'popularity': 8.8172, 'poster_path': '/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg', 'release_date': '2018-09-28', 'title': 'Venom', 'video': False, 'vote_average': 6.827, 'vote_count': 16838}",False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",8.8172,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.827,16838,"['Science Fiction', 'Action']"
305,2018,"{'adult': False, 'backdrop_path': '/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg', 'genre_ids': [16, 28, 12, 878], 'id': 324857, 'original_language': 'en', 'original_title': 'Spider-Man: Into the Spider-Verse', 'overview': 'Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.', 'popularity': 18.6151, 'poster_path': '/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg', 'release_date': '2018-12-06', 'title': 'Spider-Man: Into the Spider-Verse', 'video': False, 'vote_average': 8.395, 'vote_count': 16588}",False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"[16, 28, 12, 878]",324857,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",18.6151,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,Spider-Man: Into the Spider-Verse,False,8.395,16588,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
306,2018,"{'adult': False, 'backdrop_path': '/5a7lMDn3nAj2ByO0X1fg6BhUphR.jpg', 'genre_ids': [12, 28, 878], 'id': 333339, 'original_language': 'en', 'original_title': 'Ready Player One', 'overview': 'When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.', 'popularity': 8.7907, 'poster_path': '/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg', 'release_date': '2018-03-28', 'title': 'Ready Player One', 'video': False, 'vote_average': 7.584, 'vote_count': 16359}",False,/5a7lMDn3nAj2ByO0X1fg6BhUphR.jpg,"[12, 28, 878]",333339,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",8.7907,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,2018-03-28,Ready Player One,False,7.584,16359,"['Adventure', 'Action', 'Science Fiction']"
307,2018,"{'adult': False, 'backdrop_path': '/nIrDm42dy5PaXtUAzUfPmxM4mQm.jpg', 'genre_ids': [27, 18, 878], 'id': 447332, 'original_language': 'en', 'original_title': 'A Quiet Place', 'overview': 'A family is forced to live in silence while hiding from creatures that hunt by sound.', 'popularity': 6.7124, 'poster_path': '/nAU74GmpUk7t5iklEp3bufwDq4n.jpg', 'release_date': '2018-04-03', 'title': 'A Quiet Place', 'video': False, 'vote_average': 7.396, 'vote_count': 14881}",False,/nIrDm42dy5PaXtUAzUfPmxM4mQm.jpg,"[27, 18, 878]",447332,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,6.7124,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,False,7.396,14881,"['Horror', 'Drama', 'Science Fiction']"
308,2018,"{'adult': False, 'backdrop_path': '/qkOw5IZXESOiRH4wzdIYJlBZiCp.jpg', 'genre_ids': [28, 12, 14], 'id': 297802, 'original_language': 'en', 'original_title': 'Aquaman', 'overview': 'Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.', 'popularity': 82.7719, 'poster_path': '/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg', 'release_date': '2018-12-07', 'title': 'Aquaman', 'video': False, 'vote_average': 6.872, 'vote_count': 14555}",False,/qkOw5IZXESOiRH4wzdIYJlBZiCp.jpg,"[28, 12, 14]",297802,en,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",82.7719,/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,2018-12-07,Aquaman,False,6.872,14555,"['Action', 'Adventure', 'Fantasy']"
309,2018,"{'adult': False, 'backdrop_path': '/2tcTm5oRlRN5fKFvY4Gbrwp8h38.jpg', 'genre_ids': [28, 12, 878], 'id': 363088, 'original_language': 'en', 'original_title': 'Ant-Man and the Wasp', 'overview': 'Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.', 'popularity': 5.47, 'poster_path': '/cFQEO687n1K6umXbInzocxcnAQz.jpg', 'release_date': '2018-07-04', 'title': 'Ant-Man and the Wasp', 'video': False, 'vote_average': 6.912, 'vote_count': 13824}",False,/2tcTm5oRlRN5fKFvY4Gbrwp8h38.jpg,"[28, 12, 878]",363088,en,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",5.47,/cFQEO687n1K6umXbInzocxcnAQz.jpg,2018-07-04,Ant-Man and the Wasp,False,6.912,13824,"['Action', 'Adventure', 'Science Fiction']"
310,2018,"{'adult': False, 'backdrop_path': '/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg', 'genre_ids': [28, 12, 16, 10751], 'id': 260513, 'original_language': 'en', 'original_title': 'Incredibles 2', 'overview': 'Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.', 'popularity': 16.3482, 'poster_path': '/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg', 'release_date': '2018-06-14', 'title': 'Incredibles 2', 'video': False, 'vote_average': 7.457, 'vote_count': 13347}",False,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,"[28, 12, 16, 10751]",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",16.3482,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,Incredibles 2,False,7.457,13347,"['Action', 'Adventure', 'Animation', 'Family']"
311,2018,"{'adult': False, 'backdrop_path': '/6WA9stUMbIkEPxn3D5SWlA8FIi7.jpg', 'genre_ids': [28, 12, 878, 53], 'id': 351286, 'original_language': 'en', 'original_title': 'Jurassic World: Fallen Kingdom', 'overview': ""Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event."", 'popularity': 10.1693, 'poster_path': '/x8cLgs0uXlb9rmpuVIxopoRGnCr.jpg', 'release_date': '2018-06-06', 'title': 'Jurassic World: Fallen Kingdom', 'video': False, 'vote_average': 6.5, 'vote_count': 12386}",False,/6WA9stUMbIkEPxn3D5SWlA8FIi7.jpg,"[28, 12, 878, 53]",351286,en,Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",10.1693,/x8cLgs0uXlb9rmpuVIxopoRGnCr.jpg,2018-06-06,Jurassic World: Fallen Kingdom,False,6.5,12386,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
312,2018,"{'adult': False, 'backdrop_path': '/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg', 'genre_ids': [18, 35, 36], 'id': 490132, 'original_language': 'en', 'original_title': 'Green Book', 'overview': 'Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.', 'popularity': 9.4899, 'poster_path': '/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg', 'release_date': '2018-11-16', 'title': 'Green Book', 'video': False, 'vote_average': 8.225, 'vote_count': 12365}",False,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,"[18, 35, 36]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",9.4899,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,False,8.225,12365,"['Drama', 'Comedy', 'History']"
313,2018,"{'adult': False, 'backdrop_path': '/dDYpjrwh1wNVQk0rEpc9P81wQt4.jpg', 'genre_ids': [10402, 18, 10749], 'id': 332562, 'original_language': 'en', 'original_title': 'A Star Is Born', 'overview': ""Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons."", 'popularity': 5.7894, 'poster_path': '/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg', 'release_date': '2018-10-03', 'title': 'A Star Is Born', 'video': False, 'vote_average': 7.496, 'vote_count': 11994}",False,/dDYpjrwh1wNVQk0rEpc9P81wQt4.jpg,"[10402, 18, 10749]",332562,en,A Star Is Born,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",5.7894,/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,2018-10-03,A Star Is Born,False,7.496,11994,"['Music', 'Drama', 'Romance']"
314,2018,"{'adult': False, 'backdrop_path': '/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg', 'genre_ids': [14, 12], 'id': 338952, 'original_language': 'en', 'original_title': 'Fantastic Beasts: The Crimes of Grindelwald', 'overview': 'Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.', 'popularity': 3.6129, 'poster_path': '/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg', 'release_date': '2018-11-14', 'title': 'Fantastic Beasts: The Crimes of Grindelwald', 'video': False, 'vote_average': 6.8, 'vote_count': 11227}",False,/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,"[14, 12]",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",3.6129,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.8,11227,"['Fantasy', 'Adventure']"
315,2018,"{'adult': False, 'backdrop_path': '/pDKFL1zcHzEpmz4MJA5JJnRbJeD.jpg', 'genre_ids': [27, 53, 18], 'id': 405774, 'original_language': 'en', 'original_title': 'Bird Box', 'overview': 'Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.', 'popularity': 5.3293, 'poster_path': '/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg', 'release_date': '2018-12-13', 'title': 'Bird Box', 'video': False, 'vote_average': 6.827, 'vote_count': 10295}",False,/pDKFL1zcHzEpmz4MJA5JJnRbJeD.jpg,"[27, 53, 18]",405774,en,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",5.3293,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,2018-12-13,Bird Box,False,6.827,10295,"['Horror', 'Thriller', 'Drama']"
316,2018,"{'adult': False, 'backdrop_path': '/9trZvBr44UGedUOiGo3jgSUw13e.jpg', 'genre_ids': [878, 27], 'id': 300668, 'original_language': 'en', 'original_title': 'Annihilation', 'overview': ""A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply."", 'popularity': 5.7705, 'poster_path': '/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg', 'release_date': '2018-02-22', 'title': 'Annihilation', 'video': False, 'vote_average': 6.434, 'vote_count': 9071}",False,/9trZvBr44UGedUOiGo3jgSUw13e.jpg,"[878, 27]",300668,en,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",5.7705,/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,2018-02-22,Annihilation,False,6.434,9071,"['Science Fiction', 'Horror']"
317,2018,"{'adult': False, 'backdrop_path': '/q1zsnEwcApz9AdMgV4nB0jrg1qg.jpg', 'genre_ids': [878, 12, 28], 'id': 348350, 'original_language': 'en', 'original_title': 'Solo: A Star Wars Story', 'overview': 'Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.', 'popularity': 5.7019, 'poster_path': '/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg', 'release_date': '2018-05-15', 'title': 'Solo: A Star Wars Story', 'video': False, 'vote_average': 6.558, 'vote_count': 8995}",False,/q1zsnEwcApz9AdMgV4nB0jrg1qg.jpg,"[878, 12, 28]",348350,en,Solo: A Star Wars Story,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",5.7019,/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,2018-05-15,Solo: A Star Wars Story,False,6.558,8995,"['Science Fiction', 'Adventure', 'Action']"
318,2018,"{'adult': False, 'backdrop_path': '/3IzR3VhZAyhxVnuRRUHFLkfK4hT.jpg', 'genre_ids': [28, 12], 'id': 353081, 'original_language': 'en', 'original_title': 'Mission: Impossible - Fallout', 'overview': 'When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.', 'popularity': 7.5782, 'poster_path': '/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg', 'release_date': '2018-07-25', 'title': 'Mission: Impossible - Fallout', 'video': False, 'vote_average': 7.4, 'vote_count': 8806}",False,/3IzR3VhZAyhxVnuRRUHFLkfK4hT.jpg,"[28, 12]",353081,en,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",7.5782,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,2018-07-25,Mission: Impossible - Fallout,False,7.4,8806,"['Action', 'Adventure']"
